ID,Weight
OFF_FR_1669,154
C192030,245
SkuPDT00544,56
SkuPDT00342,85
OFF_FR_1808,65
C191015,211
PDT08560,65
PDT00712,172
PDT00465,88
OFF_FR_1178,120
OFF_FR_15038,89
PDT00350,98
OFF_FR_10135,158
OFF_FR_1069,60
OFF_FR_134,112
OFF_FR_1047,87
OFF_FR_1750,76
PDT00041,93
PDT01115,66
PDT00278,213
PDT01563,157
C1810,125
C137020,174
PDT01507,88
SkuPDT00267,69
SkuPDT01262,32
PDT00456,133
SkuPDT00678,32
SkuOFF_FR_1822,41
SkuOFF_FR_421,53
SkuPDT01981,43
PDT02478,119
SkuPDT02252,41
SkuOFF_FR_118,123
OFF_FR_1955,219
OFF_FR_1621,86
SkuPDT01705,33
SkuPDT01519,36
OFF_FR_0847,95
OFF_FR_186,126
PDT01281,147
PDT00603,73
OFF_FR_0787,146
OFF_FR_178,179
PDT02391,129
C121110,345
PDT00173,99
OFF_FR_160,155
C212240,88
PDT639598,123
OFF_FR_337,202
OFF_FR_1781,115
OFF_FR_0683,93
OFF_FR_1984,91
OFF_FR_0719,62
PDT173580,138
OFF_FR_0863,97
PDT01197,161
SkuOFF_FR_1177,72
C112020,211
SkuOFF_FR_1679,56
SkuPDT00714,31
SkuPDT01273,44
cms_000003,134
cms_000056,63
SkuOFF_FR_9503,31
OFF_FR_15058,112
SkuPDT01254,35
C231112,149
C231311,171
SkuPDT31576,36
SkuOFF_FR_9711,29
SkuOFF_FR_10006,58
C121380,231
PDT02479,71
PDT02312,75
C163230,213
PDT01988,153
SkuOFF_FR_0783,71
PDT185581,181
PDT01145,54
OFF_FR_487,48
cms_000004,76
SkuPDT01497,111
PDT01594,119
SkuOFF_FR_1808,29
C2127,357
PDT00434,173
PDT02238,111
OFF_FR_1576,70
C9925,76
OFF_FR_1539,67
OFF_FR_1209,135
PDT524580,95
PDT02019,101
OFF_FR_1128,81
OFF_FR_1498,63
PDT00613,83
PDT254581,66
PDT01584,92
PDT02116,74
C212080,125
OFF_FR_15039,45
OFF_FR_10027,126
OFF_FR_0866,96
C193030,273
OFF_FR_164,164
SkuPDT02233,29
SkuOFF_FR_1479,40
PDT01354,63
SkuOFF_FR_382,150
C116060,99
SkuPDT01511,38
PDT00604,71
SkuOFF_FR_15057,89
SkuPDT02411,61
SkuOFF_FR_1198,40
SkuPDT247583,35
PDT00891,75
SkuPDT00229,131
SkuPDT02455,48
PDT01588,60
PDT01476,57
OFF_FR_1726,93
SkuOFF_FR_0897,28
SkuOFF_FR_1983,28
SkuPDT02205,93
SkuPDT01916,28
PDT02308,132
C151038,199
PDT02241,101
C158020,94
C155010,332
OFF_FR_1534,206
PDT01094,111
OFF_FR_1115,114
OFF_FR_0912,158
PDT00195,78
PDT02399,112
OFF_FR_1490,161
PDT09597,153
PDT00440,110
PDT00448,190
OFF_FR_15037,69
PDT01480,121
PDT02419,110
OFF_FR_525,155
PDT01697,123
SkuPDT00228,41
SkuPDT00281,40
PDT267580,177
PDT531587,197
OFF_FR_1678,52
SkuPDT248586,44
SkuPDT01316,109
SkuPDT339580,35
C221412,129
SkuOFF_FR_0912,76
PDT00192,61
SkuOFF_FR_10005,27
SkuPDT02289,50
SkuPDT00490,40
SkuOFF_FR_1459,41
OFF_FR_1892,103
cms_000036,35
SkuPDT00545,39
C212540,115
C196060,151
SkuOFF_FR_15042,36
SkuPDT01433,34
PDT01433,103
PDT00297,94
C195099,77
SkuOFF_FR_1552,42
C1830,373
PDT479582,67
OFF_FR_1486,128
PDT00371,109
OFF_FR_15040,70
OFF_FR_15034,70
OFF_FR_1776,128
OFF_FR_2012,79
OFF_FR_1696,82
PDT160595,67
OFF_FR_1795,106
PDT469580,167
OFF_FR_1903,151
OFF_FR_0649,96
PDT02088,107
OFF_FR_0966,67
PDT01513,92
OFF_FR_1906,49
ViewStandardCatalogProductPaging,333
OFF_FR_1254,191
OFF_FR_1006,106
PDT00719,65
SkuOFF_FR_15077,82
SkuPDT02567,31
SkuPDT01229,113
OFF_FR_227,105
PDT00307,189
PDT00828,55
SkuOFF_FR_282,138
SkuOFF_FR_1847,37
SkuOFF_FR_1199,37
C204050,42
SkuOFF_FR_9486,36
C204510,70
OFF_FR_1797,82
C121330,234
PDT397582,55
OFF_FR_426,98
SkuPDT02487,61
SkuPDT00328,120
OFF_FR_1187,70
PDT00979,59
SkuOFF_FR_15047,56
OFF_FR_1734,162
SkuPDT00868,28
SkuPDT00270,26
OFF_FR_1806,107
OFF_FR_1985,106
cms_000125,100
PDT02539,97
PDT01237,149
PDT01230,121
OFF_FR_15029,78
PDT02383,64
PDT00889,117
OFF_FR_15120,57
OFF_FR_15127,61
OFF_FR_15126,77
OFF_FR_15104,87
OFF_FR_1075,67
PDT02392,66
PDT02397,107
C202820,148
PDT02467,149
OFF_FR_1222,75
OFF_FR_1904,134
OFF_FR_437,131
PDT265580,60
PDT02526,53
PDT185582,124
PDT01587,113
PDT01068,110
C212220,133
PDT02361,122
PDT01047,135
PDT02546,156
OFF_FR_1250,57
PDT480580,78
PDT01646,73
OFF_FR_494,86
OFF_FR_016,123
PDT01029,105
C192045,255
OFF_FR_1884,94
SkuOFF_FR_15078,54
SkuPDT01197,96
OFF_FR_100,82
PDT01232,115
C9603,33
SkuPDT00602,59
SkuPDT02006,56
SkuOFF_FR_9855,25
C231211,209
C121520,216
SkuPDT01637,70
PDT01177,130
SkuPDT01545,101
SkuPDT01602,41
SkuPDT01714,27
SkuPDT00354,27
PDT00774,59
C191040,203
PDT173582,79
C9615,74
PDT02331,83
OFF_FR_1487,106
PDT00990,114
PDT00696,137
PDT228580,64
PDT00598,71
C223011,141
PDT499587,90
OFF_FR_15009,141
PDT02289,85
PDT01192,86
OFF_FR_0853,211
PDT400580,124
OFF_FR_1721,100
OFF_FR_1499,112
PDT01159,44
PDT01609,87
ViewUserProductReviewsStart,112
PDT01215,134
OFF_FR_2010,55
PDT501580,56
OFF_FR_1977,139
PDT01301,123
PDT01614,108
SkuPDT02322,33
SkuOFF_FR_1059,24
PDT02316,51
SkuOFF_FR_0847,29
SkuPDT01352,37
SkuPDT01567,55
PDT02444,157
SkuPDT01830,59
SkuOFF_FR_15043,26
SkuPDT01480,37
SkuOFF_FR_1445,29
SkuPDT220583,24
OFF_FR_1533,116
PDT232580,238
OFF_FR_15057,179
SkuPDT02548,31
PDT247587,136
SkuOFF_FR_10115,24
SkuOFF_FR_9886,27
SkuPDT00713,47
PDT00730,62
SkuPDT00316,48
C176510,155
PDT02523,47
PDT01479,130
cms_000150,47
SkuOFF_FR_1979,59
OFF_FR_1074,201
OFF_FR_1008,69
OFF_FR_1253,151
SkuPDT01909,42
SkuOFF_FR_1774,31
OFF_FR_467,75
PDT02233,91
PDT02489,118
PDT02429,68
OFF_FR_15044,77
PDT02432,74
OFF_FR_1953,70
OFF_FR_1968,76
PDT145580,47
PDT00675,62
C1435,208
OFF_FR_15129,77
OFF_FR_0907,65
C9919,141
PDT00664,101
PDT339580,91
OFF_FR_1851,85
C2315,445
OFF_FR_1710,52
OFF_FR_025,101
OFF_FR_2015,130
PDT01238,82
PDT01762,68
SkuPDT02198,499
PDT02530,122
C173810,183
PDT01160,126
PDT01674,74
PDT345595,66
PDT02514,59
C212030,225
OFF_FR_1786,100
PDT00096,113
OFF_FR_15018,87
PDT01208,94
PDT00987,94
cms_000028,82
PDT00151,105
C131015,165
PDT02499,146
C192040,348
C192042,207
PDT00839,116
OFF_FR_1731,183
PDT00753,101
OFF_FR_1342,68
SkuPDT01645,73
SkuOFF_FR_374,52
PDT01195,89
C155520,129
SkuPDT00302,501
SkuPDT00308,105
PDT00309,69
SkuPDT00285,102
C115020,131
SkuOFF_FR_1127,25
SkuOFF_FR_1091,76
C231113,195
SkuPDT00105,100
SkuOFF_FR_1804,33
C205020,124
SkuOFF_FR_9640,23
SkuOFF_FR_9863,30
SkuOFF_FR_9710,30
C202540,35
SkuPDT01376,35
SkuPDT396581,57
PDT01203,109
SkuPDT398592,23
PDT01527,131
SkuOFF_FR_262,62
PDT02522,69
SkuOFF_FR_0790,28
SkuOFF_FR_1830,45
PDT02451,105
PDT01866,60
PDT02417,112
SkuPDT01311,75
PDT01302,155
SkuOFF_FR_110,23
OFF_FR_1152,65
PDT00403,118
OFF_FR_15043,57
PDT00196,128
PDT35576,82
OFF_FR_0904,81
OFF_FR_1440,61
OFF_FR_1526,112
OFF_FR_1847,78
OFF_FR_1239,130
OFF_FR_1435,108
OFF_FR_1507,71
PDT398592,127
OFF_FR_036,117
PDT531582,129
PDT398591,131
PDT01374,77
OFF_FR_307,79
OFF_FR_0648,108
OFF_FR_1244,55
OFF_FR_1500,131
PDT00023,98
PDT00267,98
OFF_FR_1569,57
OFF_FR_15060,111
OFF_FR_15128,126
OFF_FR_15075,85
ViewUserAskCustomProductQuoteConfirm,35
PDT02134,95
PDT01099,75
PDT02473,131
PDT01282,95
OFF_FR_1255,161
SkuPDT01190,94
OFF_FR_229,60
C155032,120
SkuOFF_FR_297,1156
PDT01658,127
OFF_FR_041,108
SkuOFF_FR_1109,40
SkuOFF_FR_10030,22
SkuOFF_FR_10022,35
SkuOFF_FR_10076,22
SkuOFF_FR_10118,22
C202840,119
SkuOFF_FR_1129,26
SkuPDT00525,31
SkuOFF_FR_1042,95
SkuOFF_FR_0960,47
OFF_FR_1900,157
SkuPDT398588,123
SkuPDT183581,32
SkuPDT01224,87
SkuOFF_FR_0608,26
SkuPDT01078,35
PDT01436,143
PDT01398,91
SkuPDT00134,32
SkuOFF_FR_1987,52
SkuPDT02442,28
OFF_FR_1548,42
C198060,66
OFF_FR_9881,107
PDT00449,103
PDT01639,181
OFF_FR_302,75
OFF_FR_1574,72
OFF_FR_285,99
PDT00091,63
C144010,176
PDT00366,106
OFF_FR_1638,99
OFF_FR_0956,59
OFF_FR_1046,98
PDT01987,104
OFF_FR_1831,153
C174020,139
PDT02469,76
C2160,326
SkuOFF_FR_413,455
OFF_FR_9659,45
OFF_FR_1796,69
PDT00947,95
PDT356580,109
C131030,180
OFF_FR_1732,82
PDT01122,85
PDT02267,138
C158010,126
SkuPDT01389,59
SkuOFF_FR_1242,26
PDT01555,85
SkuPDT00461,87
C112015,111
OFF_FR_0952,88
PDT00352,73
OFF_FR_418,90
SkuPDT639598,25
SkuOFF_FR_1982,68
SkuPDT08578,21
SkuOFF_FR_527,23
C231412,76
SkuPDT01403,35
SkuOFF_FR_9345,27
SkuOFF_FR_10131,21
OFF_FR_1198,47
SkuOFF_FR_0923,87
SkuPDT00185,42
OFF_FR_1857,50
SkuPDT01083,23
SkuPDT500586,23
ViewCartDispatch,35
ViewRajaTeamInvitationViewAcceptInvitationForm,23
C9913,21
PDT02252,53
PDT01736,67
PDT01622,91
SkuPDT02007,23
PDT02300,113
PDT92579,117
PDT00884,135
SkuOFF_FR_15091,21
SkuPDT01127,29
OFF_FR_377,54
OFF_FR_1557,67
PDT531591,133
OFF_FR_1439,73
PDT01032,80
OFF_FR_291,82
OFF_FR_071,99
PDT00126,69
OFF_FR_1666,56
PDT01802,82
PDT01540,42
C121116,63
OFF_FR_1895,55
OFF_FR_1951,83
OFF_FR_0644,64
PDT397580,58
OFF_FR_1855,59
OFF_FR_1856,40
C172010,136
OFF_FR_476,107
OFF_FR_1237,114
OFF_FR_136,99
OFF_FR_364,121
C212090,224
SkuOFF_FR_411,455
ViewForgotLoginDataUpdatePassword,70
OFF_FR_1560,64
OFF_FR_1184,107
PDT01395,93
PDT01083,48
OFF_FR_1473,49
PDT00054,146
PDT00746,133
PDT01310,99
SkuOFF_FR_1740,24
C145520,117
SkuPDT00601,20
PDT00771,86
OFF_FR_0996,71
OFF_FR_0900,126
C226012,86
SkuOFF_FR_1814,33
SkuOFF_FR_448,30
SkuPDT00222,49
C231612,51
SkuOFF_FR_9321,25
SkuPDT01246,37
C201850,88
SkuPDT00486,29
SkuOFF_FR_1828,67
SkuPDT01380,22
SkuOFF_FR_306,110
PDT00877,60
SkuOFF_FR_160,48
SkuOFF_FR_1158,34
SkuOFF_FR_1753,45
SkuPDT02433,62
PDT157586,53
C132010,184
/SG_AP0/,36
SkuPDT00424,36
SkuPDT00940,24
SkuOFF_FR_1810,30
SkuOFF_FR_0993,22
OFF_FR_1730,30
PDT01508,121
PDT02314,70
C111020,121
PDT00071,100
PDT254586,119
OFF_FR_15114,42
PDT01998,49
PDT00824,110
OFF_FR_0913,78
PDT01098,43
PDT01409,54
PDT345596,46
PDT00501,73
OFF_FR_1785,85
/inscriptionnewsletterraja,97
PDT02342,61
OFF_FR_393,88
OFF_FR_1148,49
OFF_FR_0682,71
PDT501581,51
OFF_FR_540,106
C192090,132
PDT00120,131
PDT341581,76
PDT02296,41
C193050,119
OFF_FR_0652,53
OFF_FR_1211,46
SkuOFF_FR_078,19
C151034,104
SkuPDT00334,41
SkuPDT00727,27
PDT01847,78
SkuPDT267582,36
SkuPDT00350,29
SkuPDT00745,24
C141070,137
PDT01093,77
SkuOFF_FR_9515,19
SkuOFF_FR_139,25
SkuOFF_FR_1073,33
SkuOFF_FR_1820,29
SkuPDT163582,53
SkuOFF_FR_10072,27
SkuOFF_FR_10114,19
SkuPDT01760,25
SkuOFF_FR_9583,19
SkuOFF_FR_1687,21
OFF_FR_1049,60
SkuPDT09582,63
SkuOFF_FR_124,32
C165325,115
OFF_FR_1719,180
OFF_FR_0608,84
PDT345591,45
SkuOFF_FR_0892,23
PDT12595,57
C183010,87
SkuOFF_FR_1967,26
SkuOFF_FR_1984,42
SkuOFF_FR_1261,19
PDT01340,96
PDT02474,46
PDT00134,41
SkuOFF_FR_1074,115
SkuOFF_FR_1549,48
OFF_FR_9662,113
SkuPDT02065,21
SkuPDT234586,19
SkuOFF_FR_0879,37
C155030,250
OFF_FR_1619,106
PDT00191,103
OFF_FR_1656,70
C980211,34
C980214,77
PDT02009,117
PDT01095,79
OFF_FR_1537,69
C231215,72
OFF_FR_1819,61
PDT01246,57
C121020,123
PDT01981,59
PDT02481,87
OFF_FR_522,93
PDT00443,102
C163050,109
C162010,214
C171020,126
OFF_FR_0783,86
PDT01018,91
OFF_FR_461,46
OFF_FR_1553,30
OFF_FR_15024,47
PDT01076,70
PDT01149,65
PDT01497,157
OFF_FR_357,91
OFF_FR_1754,56
PDT00325,135
PDT02129,77
PDT00319,93
PDT00250,84
OFF_FR_1986,66
PDT01619,67
SkuPDT00337,24
OFF_FR_151,79
SkuPDT02331,28
PDT01240,44
PDT02235,75
SkuOFF_FR_15085,280
PDT147580,33
SkuPDT00764,21
SkuPDT08579,32
SkuPDT00641,28
SkuPDT220580,18
SkuOFF_FR_9743,20
SkuOFF_FR_2017,18
C231413,83
SkuPDT499582,39
OFF_FR_045,67
PDT01403,72
SkuOFF_FR_9814,28
SkuOFF_FR_9609,25
SkuOFF_FR_9633,31
SkuOFF_FR_1451,58
SkuPDT01213,138
PDT01990,56
SkuPDT01527,76
PDT00871,52
SkuPDT348583,28
SkuOFF_FR_1237,20
SkuPDT345593,25
SkuOFF_FR_487,18
SkuPDT00161,25
OFF_FR_2005,78
SkuPDT452580,41
SkuPDT501580,18
SkuOFF_FR_1873,24
PDT01478,46
SkuPDT01468,41
SkuPDT01476,41
SkuOFF_FR_1669,22
PDT00537,87
SkuPDT01004,105
SkuPDT00396,43
SkuOFF_FR_1947,22
SkuPDT02349,20
SkuOFF_FR_1624,93
SkuOFF_FR_1703,23
SkuOFF_FR_1622,42
SkuPDT00502,44
SkuOFF_FR_1211,30
PDT12591,50
C153010,200
PDT01267,111
OFF_FR_1874,63
C980212,33
OFF_FR_055,57
PDT00597,49
OFF_FR_244,124
OFF_FR_1603,84
OFF_FR_2020,121
OFF_FR_1199,66
PDT00486,57
OFF_FR_416,50
PDT01117,142
PDT01173,85
OFF_FR_1993,65
OFF_FR_0607,57
PDT398581,54
PDT00512,88
OFF_FR_498,33
C171060,39
PDT01488,49
OFF_FR_209,49
PDT01048,80
SkuOFF_FR_15081,414
OFF_FR_9438,52
OFF_FR_2001,79
OFF_FR_0973,45
PDT499611,42
OFF_FR_1998,62
OFF_FR_0873,71
PDT01880,75
OFF_FR_1433,58
OFF_FR_1807,86
PDT01961,53
OFF_FR_196,33
OFF_FR_223,61
OFF_FR_074,96
SkuPDT00380,24
C155511,237
SkuOFF_FR_1742,23
PDT01665,43
OFF_FR_1682,88
SkuPDT01406,97
C141050,41
SkuOFF_FR_0957,24
SkuOFF_FR_9499,21
C226013,64
SkuOFF_FR_1123,26
SkuOFF_FR_2029,17
SkuOFF_FR_9425,19
SkuOFF_FR_9942,21
C201210,251
C202560,99
SkuOFF_FR_211,21
SkuOFF_FR_9627,17
SkuOFF_FR_10128,17
OFF_FR_1124,28
PDT00525,38
SkuPDT00668,75
SkuPDT398591,17
OFF_FR_15062,24
PDT02527,57
SkuPDT02526,22
C173510,60
OFF_FR_270,37
PDT00161,21
PDT02120,30
SkuPDT02482,45
cms_000046,57
PDT02007,47
PDT01602,63
cms_000007,23
OFF_FR_1801,102
SkuOFF_FR_9656,27
OFF_FR_9775,74
SkuOFF_FR_1923,52
SkuOFF_FR_9663,17
SkuOFF_FR_1989,33
OFF_FR_1987,81
SkuOFF_FR_1729,24
PDT245580,70
PDT01640,53
PDT00704,82
PDT00463,82
PDT01841,69
C111022,29
OFF_FR_480,48
cms_000097,54
OFF_FR_1092,82
OFF_FR_1108,65
PDT00841,36
PDT00818,56
OFF_FR_15125,48
OFF_FR_1697,55
C231712,105
OFF_FR_1201,52
OFF_FR_2019,69
C205060,93
OFF_FR_1111,76
PDT01247,46
PDT01509,73
C121340,85
PDT398596,141
OFF_FR_1722,55
PDT398586,66
PDT07606,42
PDT01442,63
PDT00359,68
PDT01015,29
PDT251581,63
SkuOFF_FR_412,493
SkuOFF_FR_15084,117
OFF_FR_1485,60
PDT267585,72
OFF_FR_15028,45
OFF_FR_1238,46
OFF_FR_9911,23
OFF_FR_0636,56
PDT01146,74
OFF_FR_224,44
OFF_FR_9833,33
PDT00741,60
OFF_FR_15047,67
OFF_FR_1839,54
PDT84578,55
PDT01307,69
PDT00559,88
OFF_FR_1605,88
PDT341582,57
OFF_FR_1076,46
PDT02328,49
SkuPDT02330,64
C1540,158
SkuPDT181582,23
SkuPDT00413,23
SkuPDT263580,18
C155535,46
SkuPDT00274,61
OFF_FR_1579,65
SkuPDT00311,29
C9921,16
SkuOFF_FR_1532,50
SkuOFF_FR_0787,32
SkuOFF_FR_1434,127
SkuOFF_FR_1507,48
SkuPDT02392,16
SkuOFF_FR_9370,16
SkuOFF_FR_10102,16
C204560,80
SkuOFF_FR_9884,31
PDT00491,102
SkuOFF_FR_10106,20
OFF_FR_1952,81
SkuOFF_FR_345,55
SkuOFF_FR_1244,25
SkuOFF_FR_447,29
SkuOFF_FR_15064,48
PDT00513,86
SkuPDT499611,16
SkuPDT00499,16
PDT02486,69
SkuPDT00327,35
PDT02428,74
PDT00744,54
SkuPDT00250,61
PDT241581,83
SkuPDT01547,301
OFF_FR_0846,50
PDT00379,68
PDT01385,53
OFF_FR_207,101
PDT00265,60
OFF_FR_1864,92
PDT00458,80
PDT00282,126
OFF_FR_1609,64
OFF_FR_0727,62
OFF_FR_15041,65
C119530,72
C143630,40
OFF_FR_281,84
PDT00678,71
OFF_FR_1822,45
OFF_FR_1849,56
PDT499591,71
PDT02475,41
PDT02398,122
PDT01828,60
OFF_FR_0954,64
PDT02256,49
SkuPDT01366,82
/enveloppespochettes/pochettescarton/enveloppesetpochettescartonnees/null,26
OFF_FR_1000,55
C1775,260
PDT02558,79
C171025,74
C212630,111
PDT02119,85
C212225,86
C211510,87
SkuPDT267585,105
OFF_FR_9839,28
PDT00731,71
OFF_FR_130,77
OFF_FR_1617,86
PDT01127,86
PDT546580,68
OFF_FR_0000,82
PDT01386,54
PDT02423,74
cms_000011,132
OFF_FR_15053,69
OFF_FR_0650,162
PDT00754,54
C193060,122
OFF_FR_1942,62
OFF_FR_1811,65
PDT01496,44
OFF_FR_15077,61
SkuPDT01422,45
SkuOFF_FR_0848,15
SkuPDT01329,26
SkuPDT01354,18
C153030,15
SkuOFF_FR_0849,15
SkuPDT01232,33
PDT00203,48
SkuPDT00465,45
OFF_FR_2059,109
OFF_FR_15022,44
C143620,60
SkuPDT00603,23
SkuPDT00771,22
SkuPDT00802,15
SkuOFF_FR_9880,15
SkuOFF_FR_0996,43
SkuPDT01895,17
SkuPDT160595,15
SkuOFF_FR_9699,16
SkuPDT01904,15
C202550,112
SkuPDT01819,15
SkuOFF_FR_15010,23
SkuOFF_FR_1045,62
PDT00895,39
OFF_FR_0641,18
SkuOFF_FR_346,26
C163270,67
SkuPDT02369,38
SkuPDT01159,15
SkuOFF_FR_1778,15
SkuOFF_FR_362,31
OFF_FR_356,64
SkuOFF_FR_369,98
SkuOFF_FR_1786,37
SkuOFF_FR_1663,36
SkuPDT00096,23
C9612,52
PDT00327,70
SkuPDT12609,21
PDT00418,51
PDT00211,106
SkuOFF_FR_467,27
OFF_FR_1748,87
SkuPDT50575,17
SkuOFF_FR_1007,67
SkuPDT01713,15
SkuPDT485580,17
SkuOFF_FR_10018,32
OFF_FR_144,73
PDT02205,44
SkuPDT528582,15
SkuPDT00180,15
OFF_FR_110,23
SkuOFF_FR_1490,95
SkuOFF_FR_0778,88
PDT242582,72
PDT116584,64
C116050,102
C119510,38
OFF_FR_1577,42
PDT00248,38
OFF_FR_1127,37
OFF_FR_1444,45
PDT00639,54
PDT00823,77
PDT02005,30
OFF_FR_0633,84
OFF_FR_1699,41
PDT00821,98
OFF_FR_501,73
OFF_FR_317,79
PDT00156,28
C201810,94
C204550,144
OFF_FR_9479,37
OFF_FR_1689,59
OFF_FR_1465,54
C121030,73
OFF_FR_305,41
C161010,163
OFF_FR_2013,29
PDT221581,73
PDT221583,57
PDT01114,29
SkuOFF_FR_15082,231
SkuOFF_FR_113,253
OFF_FR_0726,37
OFF_FR_10053,32
PDT01394,41
PDT01585,43
PDT500581,59
PDT02349,56
PDT02137,59
OFF_FR_1817,36
cms_000128,31
PDT00326,87
PDT01387,55
PDT528583,102
OFF_FR_15046,88
PDT01034,75
OFF_FR_162,55
OFF_FR_0860,48
OFF_FR_1252,95
PDT02056,58
OFF_FR_1989,64
OFF_FR_1248,68
OFF_FR_2052,66
C191021,107
C193070,92
PDT00439,66
PDT02317,54
SkuOFF_FR_1860,14
OFF_FR_1742,63
PDT02234,41
C114040,100
SkuPDT12578,216
SkuPDT00091,35
PDT09608,88
OFF_FR_1554,29
OFF_FR_1974,58
SkuOFF_FR_1439,22
SkuOFF_FR_0908,16
SkuPDT01094,30
SkuOFF_FR_9839,14
SkuOFF_FR_025,18
SkuPDT02546,39
SkuPDT01503,53
SkuPDT00488,79
SkuOFF_FR_9453,21
SkuOFF_FR_9646,20
SkuOFF_FR_9647,15
SkuOFF_FR_10113,14
SkuOFF_FR_9346,14
PDT00732,26
SkuOFF_FR_9795,17
SkuOFF_FR_9889,20
SkuPDT01808,14
SkuOFF_FR_9549,14
C204040,50
SkuOFF_FR_9389,23
SkuOFF_FR_1110,20
OFF_FR_2061,58
SkuOFF_FR_1879,69
SkuPDT00885,21
SkuPDT01374,19
PDT01526,59
PDT250594,70
PDT01525,40
PDT345581,16
SkuOFF_FR_0607,22
OFF_FR_0617,30
SkuPDT02088,20
C171050,119
OFF_FR_1017,40
SkuPDT500585,17
SkuOFF_FR_1691,27
PDT01498,58
SkuPDT01387,22
SkuPDT01400,75
cms_000016,24
SkuPDT00881,16
SkuOFF_FR_357,52
SkuPDT01952,24
PDT01460,47
PDT00831,79
PDT02374,44
PDT02442,43
SkuOFF_FR_1229,16
PDT00693,63
SkuOFF_FR_414,232
C1730,122
C135010,121
C151041,106
PDT00575,95
PDT01846,70
PDT01966,77
PDT01844,59
PDT01653,79
PDT00573,53
PDT00251,43
C144020,98
PDT00419,52
PDT02285,73
PDT01502,40
OFF_FR_0908,30
C9923,46
PDT00643,27
C227530,50
OFF_FR_1824,41
PDT00467,33
OFF_FR_9489,54
OFF_FR_9647,41
PDT00384,41
PDT01424,72
OFF_FR_10111,36
PDT01801,30
PDT01798,42
PDT00737,66
OFF_FR_1138,68
PDT00493,62
C121220,64
PDT397581,44
OFF_FR_455,100
OFF_FR_1832,69
PDT263584,61
C162040,102
PDT398585,54
PDT01858,35
SkuOFF_FR_157,92
OFF_FR_2011,28
OFF_FR_2006,70
OFF_FR_2007,24
PDT01138,39
OFF_FR_381,26
PDT00424,41
SkuOFF_FR_1676,254
PDT523583,71
PDT345611,112
PDT01118,66
PDT01447,42
OFF_FR_15052,80
OFF_FR_1549,62
PDT02511,30
PDT01427,66
cms_000131,45
OFF_FR_0716,42
PDT01470,60
PDT500595,20
OFF_FR_1753,56
OFF_FR_1468,52
C131070,73
OFF_FR_0729,66
OFF_FR_1186,49
C131080,30
C196050,152
PDT00919,49
OFF_FR_386,62
OFF_FR_1219,66
PDT341586,52
PDT00354,89
PDT02443,43
PDT02324,101
PDT02327,69
PDT00275,46
PDT181582,33
OFF_FR_202,95
SkuPDT01648,234
SkuPDT00251,22
SkuPDT01536,86
PDT01255,51
SkuOFF_FR_9883,13
C231411,83
SkuOFF_FR_15061,13
SkuOFF_FR_9744,17
SkuOFF_FR_9816,13
SkuOFF_FR_9809,13
SkuOFF_FR_9357,13
SkuOFF_FR_10103,24
C201270,20
SkuOFF_FR_9443,21
SkuOFF_FR_9313,13
SkuOFF_FR_10063,13
SkuPDT01424,34
OFF_FR_1712,46
SkuOFF_FR_1919,13
SkuPDT182582,48
SkuPDT01985,13
SkuPDT01043,60
PDT02463,33
SkuOFF_FR_1812,16
SkuPDT185582,25
SkuPDT207580,22
PDT345610,37
SkuPDT251581,25
PDT02105,26
SkuOFF_FR_1693,13
OFF_FR_406,86
SkuPDT02137,13
PDT02434,30
SkuOFF_FR_15052,23
SkuPDT00533,22
SkuOFF_FR_10050,13
SkuPDT00244,15
SkuOFF_FR_1731,51
SkuPDT00754,28
SkuOFF_FR_1730,23
PDT00150,70
C162050,148
cms_000137,40
OFF_FR_374,58
OFF_FR_0611,20
PDT00452,69
C231613,33
C119520,122
C1436,180
C143610,57
PDT157587,39
C980204,26
OFF_FR_1868,35
PDT02003,50
PDT00641,34
OFF_FR_326,30
OFF_FR_1536,41
OFF_FR_15123,27
PDT222580,49
OFF_FR_0788,58
PDT30591,38
OFF_FR_1665,34
C231116,70
PDT00661,28
OFF_FR_2029,39
OFF_FR_1920,71
OFF_FR_1135,39
PDT02291,41
PDT01361,35
OFF_FR_9889,48
PDT01809,47
OFF_FR_9707,26
OFF_FR_212,43
OFF_FR_1104,24
OFF_FR_1882,44
PDT02217,50
C163225,178
PDT00316,90
PDT00444,84
OFF_FR_0639,43
OFF_FR_1789,44
PDT01449,50
OFF_FR_407,20
PDT345602,33
OFF_FR_9857,26
OFF_FR_1961,52
OFF_FR_1775,31
OFF_FR_9567,26
OFF_FR_1476,27
PDT02136,74
PDT01544,64
PDT00107,56
OFF_FR_1949,32
OFF_FR_1707,75
PDT01713,37
PDT82578,44
PDT00296,69
OFF_FR_0994,35
SkuPDT02328,33
PDT02322,31
PDT02318,44
SkuPDT02260,32
OFF_FR_076,14
PDT01389,39
OFF_FR_154,45
C155510,86
SkuPDT02314,26
SkuOFF_FR_296,446
OFF_FR_0775,47
SkuPDT00231,41
SkuOFF_FR_15000,14
SkuPDT00353,12
PDT02440,65
SkuOFF_FR_385,64
SkuPDT00823,14
SkuPDT00633,12
C226018,20
SkuOFF_FR_493,14
SkuPDT166580,12
SkuOFF_FR_0922,24
C231213,70
SkuOFF_FR_9998,21
OFF_FR_9711,17
SkuOFF_FR_9403,13
SkuOFF_FR_9639,12
C201020,23
C201840,46
SkuOFF_FR_9793,12
