Source,Target,Traffic
C171020,ViewStandardCatalogBrowse,2
PDT345612,C1510,2
PDT345612,C1410,2
PDT345612,C2311,2
PDT345612,PDT00041,2
PDT345612,FEB1,2
PDT345612,PDT02460,2
PDT345612,ViewParametricSearchSimpleOfferSearch,2
PDT345612,C1370,2
C171030,C171010,2
C171030,C171020,2
C171045,C1720,2
BA4,BA4,2
PDT02530,C1740,2
PDT02530,C17,2
PDT02530,ViewHeaderViewAccountIdentification,2
PDT02530,ViewParametricSearchSimpleOfferSearch,2
PDT02469,PDT01565,2
PDT02469,OFF_FR_447,2
PDT01479,PDT02469,2
SWD,SWD,2
OFF_FR_1857,OFF_FR_1857,2
OFF_FR_1857,ViewParametricSearchSimpleOfferSearch,4
PDT01565,home,2
PDT01565,C1110,2
PDT01565,C17,2
OFF_FR_0783,FEB71,2
OFF_FR_0783,C1735,2
FEB22,PDT01565,2
FEB75,C1720,2
FEB75,C1740,2
FEB24,PDT01565,2
FEB150L,home,2
/filmspalettisation/filmsplastiqueetbaches/filmsetbachesdeprotection/null,PDT01565,2
FEB150Q,PDT01479,2
C174010,C1420,2
C174010,ViewStandardCatalogBrowse,2
C1740,C1180,2
C1740,C14,2
C1740,PDT398594,2
C1740,C1775,2
C1740,C13,2
PDT02470,C1455,2
PDT02470,C1710,2
PDT02470,PDT01565,2
PDT02470,C17,2
PDT02470,PDT01433,2
PDT02470,C1350,2
PDT02527,PDT02526,2
OFF_FR_447,PDT02469,2
OFF_FR_447,OFF_FR_447,2
OFF_FR_447,HOUS102,2
OFF_FR_447,C17,2
HOUS204,cms_000045,2
MRET11,PDT05651,2
PDT01858,C173510,2
PDT01858,C17,2
PDT02524,C1735,2
C173510,PDT01858,2
C173510,C1735,2
C1735,C1170,2
C1735,C11,2
C1735,C1420,2
C1735,C2240,2
C1735,C1640,2
C1735,C1765,2
C1735,C1775,2
C1735,C174020,2
C1735,C174010,2
C1735,C1738,2
C1735,ViewParametricSearchSimpleOfferSearch,2
C1735,C1340,2
C1735,HVR12,2
C1735,C1330,2
PDT480580,C1730,2
PDT480580,PDT480580,2
PDT480580,MW24,2
EW100,PDT480580,2
EW100,EW100,2
OFF_FR_1158,CMSTD,2
C1785,PDT34575,2
C1785,PDT00203,2
C1785,C1710,2
C1785,C1720,2
C1785,C1776,2
C1785,cms_000049,2
C1776,PDT01844,2
C1776,PDT01231,2
C1776,PDT00413,2
C1776,C1550,2
C1776,C1730,2
C1776,C1775,2
C1776,C1860,2
C1776,C18,2
OFF_FR_1499,PDT02522,2
OFF_FR_1499,R5386,2
IPM3,IPM3,2
IPM3,OFF_FR_160,2
IPM13,OFF_FR_160,2
OFF_FR_1237,C1110,2
OFF_FR_1237,PDT01534,2
OFF_FR_1237,PDT00372,2
OFF_FR_1237,OFF_FR_033,2
OFF_FR_1237,RPL1208,2
RPL4060,OFF_FR_033,2
SF10P,OFF_FR_15064,2
SF8P,SF10P,2
OFF_FR_15064,SF10P,2
OFF_FR_15064,PDT185581,2
COR60124,COR60124,2
COR35180,ETIC142,2
PDT00398,C155540,2
PDT00398,PDT00393,2
PDT00398,C1765,2
CRNPF454,PDT00398,2
OFF_FR_130,PDT00889,2
OFF_FR_130,OFF_FR_0973,2
PDT00414,C1410,2
PDT00414,COR100100,2
PDT00414,COR35120N,2
PDT00414,COR45100N,2
PDT00414,ViewHeaderViewReference,2
PDT00513,ViewParametricSearchSimpleOfferSearch,2
PICA3,PDT02369,2
PICA3,PICA2,2
PICA1,PICA1,2
PDT02369,PDT01299,2
PDT02369,PLAK9,2
PDT02369,C1735,2
PDT02369,PICA3,2
PDT02369,ViewDataStart,2
PDT02478,PDT02369,2
OFF_FR_1500,PDT02522,2
OFF_FR_1500,ViewDataStart,2
OFF_FR_262,C173840,2
OFF_FR_262,OFF_FR_160,2
OFF_FR_262,ViewDataStart,2
OFF_FR_262,ViewStandardCatalogBrowse,2
OFF_FR_262,cms_000147,2
PALBM6080,OFF_FR_439,2
PALBM80120,ADP23MC,2
PALBM80120,C173820,2
PALBM80120,cms_000147,2
PDT02510,C1555,2
PDT02510,PDT185582,2
PDT02510,ViewHeaderViewAccountIdentification,2
EURPAL,C1110,2
EURPAL,PDT01534,2
EURPAL,C1738,2
PDT02506,C1160,2
PDT02506,PDT185581,2
PDT02506,ViewParametricSearchSimpleOfferSearch,2
PAL3,OFF_FR_439,2
PAL3,C173820,2
PAL4,C173820,2
OFF_FR_439,C1720,2
OFF_FR_439,PDT02522,2
OFF_FR_439,OFF_FR_160,2
OFF_FR_439,RPL1208,2
OFF_FR_439,ViewParametricSearchSimpleOfferSearch,2
OFF_FR_439,C1910,2
PAL1,PDT02506,2
PAL1,PAL1,2
PAL1,C1738,2
PAL1,PADP12EN,2
PAL2,PAL1,2
C173820,C1740,4
C173820,C17,2
PDT02528,PDT01899,2
PDT02522,OFF_FR_1499,2
PDT02522,OFF_FR_1500,2
R5386,OFF_FR_1499,2
C173840,C116040,2
C173840,C1738,2
C173840,C11,2
IPM0,IPM6,2
IPM0,ViewParametricSearchSimpleOfferSearch,2
IPM0,IPM1,2
IPM9,OFF_FR_157,2
IPM6H,OFF_FR_157,2
IPM6,IPM3,2
OFF_FR_157,home,2
OFF_FR_157,C1775,2
OFF_FR_157,IPM9,2
OFF_FR_157,IPM6H,2
OFF_FR_157,OFF_FR_160,2
OFF_FR_157,OFF_FR_033,2
OFF_FR_157,ViewHeaderViewAccountIdentification,2
OFF_FR_157,ViewParametricSearchSimpleOfferSearch,2
OFF_FR_157,cms_000147,2
PDT01899,ViewParametricSearchSimpleOfferSearch,2
OFF_FR_160,IPM13,2
OFF_FR_160,OFF_FR_439,2
OFF_FR_160,C173840,2
OFF_FR_160,ViewUserAccountStart,2
OFF_FR_160,ViewParametricSearchSimpleOfferSearch,2
IPM7,OFF_FR_160,2
C173810,C173810,2
C173810,ViewStandardCatalogBrowse,2
CR3,PDT185581,2
CR2,CR2,2
CR2,PDT185582,2
CR2,C1738,2
OFF_FR_033,OFF_FR_439,2
OFF_FR_033,PDT185581,2
OFF_FR_033,RPL1210,2
OFF_FR_033,ViewProductReviewsStart,2
OFF_FR_033,ViewStandardCatalogBrowse,2
OFF_FR_033,C1910,2
OFF_FR_476,OFF_FR_1237,2
OFF_FR_476,PAL100,2
OFF_FR_476,PDT185581,2
PDT185581,CR3,2
PDT185581,OFF_FR_15064,2
RPL6080,home,2
RPL6080,LOGISTRAP6,2
RPL6080,RPL6080,2
RPL6080,OFF_FR_316,2
RPL6080,RPL1208,2
RPL1208,OFF_FR_1237,2
PDT185582,OFF_FR_476,2
PDT185582,TC3,2
PDT185582,PDT185582,2
C173830,C1765,2
C173830,C174020,2
C173830,home,2
C1738,C1530,2
C1738,C1550,2
